,Invoice_#,Clerk,SKU,Name,Quantity,Net_Price,Total_Sale,COGS,Profit,Margin,Tender
10718,98044B,06,BERTX9, 14.1 OZ PROPANE TALL BOT,1.0,10.99,10.99,6.84,4.15,37.8,Debit
10719,98051B,06,1217053,1135B SS BASKET STRAINER,1.0,11.691,11.69,6.77,4.92,42.1,Cash
10720,98067A,23,671076," 4"" PVC WYE",1.0,7.99,7.99,3.95,4.04,50.6,Mastercard
10721,98067A,23,671063," 4"" PVC TEE SANITARY",1.0,8.99,8.99,4.96,4.03,44.8,Mastercard
10722,98067A,23,671104," 4"" PVC FLOOR DRAIN GRATE",4.0,5.99,23.96,12.76,11.2,46.7,Mastercard
10723,98099B,23,681014," 3"" X 2"" FERNCO COUPLING",1.0,9.99,9.99,3.73,6.26,62.7,"CHA-0208
"
10724,98105B,23,3332," 1/2""COMP X 3/8"" COMP 1/4",2.0,11.99,23.98,11.8,12.18,50.8,Cash
10725,98106B,23,69702,"1/2"" X 3/4"" EASYGRIP COU",4.0,8.99,35.96,18.04,17.92,49.8,Mastercard
10726,98107B,06,55524,"72"" BRAIDED SS WASHING S",2.0,18.99,37.98,20.32,17.66,46.5,"CHA-152
"
10727,98150B,23,604330," 4"" X 8' FLEX DUCT FOIL",1.0,20.99,20.99,10.64,10.35,49.3,"CHA-0090
"
10728,98150B,23,689066, 6X6 ACCESS PANEL PLASTIC,1.0,16.99,16.99,8.69,8.3,48.9,"CHA-0090
"
10729,98150B,23,0528118,"4"" SS HOSE CLAMP 91-114M",2.0,3.49,6.98,2.8,4.18,59.9,"CHA-0090
"
10730,98154B,98,673452," 3/4"" PVC COUPLING",6.0,1.39,8.34,1.92,6.42,77.0,Visa
10731,98154B,98,673428," 3/4"" PVC TEE",2.0,1.49,2.98,0.92,2.06,69.1,Visa
10732,98154B,98,673476," 3/4"" PVC 90",1.0,1.39,1.39,0.4,0.99,71.2,Visa
10733,98154B,98,673572," 3/4"" PVC CAP SOLVENT WEL",4.0,1.39,5.56,1.48,4.08,73.4,Visa
10734,98154B,98,674698," 1/2"" PVC 90 MIP X FIP",1.0,1.69,1.69,0.69,1.0,59.2,Visa
10735,98171B,77,671016," 3"" PVC COUPLING",1.0,2.49,2.49,1.09,1.4,56.2,Cash
10736,98217A,06,RG0341, 10X4 SIDEWALL GRILLE WHI,-1.0,-8.991,-8.99,-1.69,-7.3, -81.2,Cash
10737,98237A,06,18-1002,WATER SAVING DISC,1.0,0.621,0.62,0.24,0.38,61.3,Cash
10738,98242A,06,673500," 3/4"" PVC 45",4.0,1.89,7.56,3.56,4.0,52.9,Debit
10739,98246A,06,7546518,WORTHINGTON MAP GAS 14oz,1.0,15.99,15.99,9.94,6.05,37.8,Cash
10740,98246A,06,678208," 1/2""X25' 22ga COPPER ALL",1.0,19.99,19.99,12.19,7.8,39.0,Cash
10741,98246A,06,LC1114, FITALL TUBSPOUT W/DIVERT,1.0,27.99,27.99,14.71,13.28,47.4,Cash
10742,98275B,98,10123,TOTO FLAPPER GRAVITY W D,1.0,10.99,10.99,5.72,5.27,48.0,Mastercard
10743,98275B,98,0672026,"1/2"" COPPER ST90",1.0,1.341,1.34,0.47,0.87,64.9,Mastercard
10744,98284B,98,2120064,RETRO FIT COMP TEE 3/8 x,1.0,15.99,15.99,7.74,8.25,51.6,Cash
10745,98285B,06,69710,"3/4"" EASYGRIP 90",-4.0,-12.99,-51.96,-24.4,-27.56, -53.0,"CHA-7387129
"
10746,98304A,98,82760,"3/8"" BRASS HEX NIPPLE",2.0,1.99,3.98,1.56,2.42,60.8,Mastercard
10747,98310B,23,670218," 2"" ABS 90",1.0,2.19,2.19,1.07,1.12,51.1,Visa
10748,98310B,23,670900, 125ML ABS CEMENT YELLOW,1.0,6.69,6.69,2.87,3.82,57.1,Visa
10749,98310B,23,681010," 2"" X 1 1/2"" FERNCO COUPL",1.0,8.99,8.99,2.7,6.29,70.0,Visa
10750,98310B,23,670008," 2"" ABS PIPE BY THE FOOT",3.0,2.99,8.97,3.78,5.19,57.9,Visa
10751,98325B,23,LC1114, FITALL TUBSPOUT W/DIVERT,-1.0,-27.99,-27.99,-14.71,-13.28, -47.4,Mastercard
10752,98330B,23,G1616B-06-04," 3/8"" X 1/4"" BRASS HEX NI",1.0,2.691,2.69,0.91,1.78,66.2,Cash
10753,98332B,23,670031," 2"" ABS COUPLING",1.0,1.59,1.59,0.6,0.99,62.3,Visa
10754,98421B,77,0211823,"1"" X 1/2"" BLACK BUSHING",-3.0,-2.99,-8.97,-3.54,-5.43, -60.5,"CHA-HOUSEHU
"
10755,98421B,77,675668," 1/2"" X 1 1/2"" BLACK NIPP",-2.0,-1.49,-2.98,-0.94,-2.04, -68.5,"CHA-HOUSEHU
"
10756,98421B,77,675664," 1/2"" X CLOSE BLACK NIPPL",-1.0,-1.39,-1.39,-0.45,-0.94, -67.6,"CHA-HOUSEHU
"
10757,98421B,77,675672," 1/2"" X 2"" BLACK NIPPLE",-2.0,-1.59,-3.18,-0.36,-2.82, -88.7,"CHA-HOUSEHU
"
10758,98421B,77,0675680,"1/2"" X 4"" BLACK NIPPLE",-2.0,-1.89,-3.78,-1.74,-2.04, -54.0,"CHA-HOUSEHU
"
10759,98421B,77,675684," 1/2"" X 5"" BLACK NIPPLE",-2.0,-1.99,-3.98,-2.0,-1.98, -49.7,"CHA-HOUSEHU
"
10760,98447B,23,SFA,ECO FEE 201ML AND OVER A,2.0,0.1,0.2,0.2,0.0, 0.0,"CHA-418
"
10761,98457B,23,55, KORKY PREMIUM FLAPPER 20,1.0,7.641,7.64,2.93,4.71,61.6,Cash
10762,98457B,23,10123,TOTO FLAPPER GRAVITY W D,-1.0,-10.99,-10.99,-5.72,-5.27, -48.0,Cash
10763,98460B,06,TP, CAIZHI TOILET PAPER,5.0,1.49,7.45,2.45,5.0,67.1,"CHA-0760
"
10764,98469B,06,8080021,DUCTSEAL 321 LIQUID 11OZ,1.0,9.99,9.99,4.96,5.03,50.4,"CHA-181
"
10765,98519B,06,686828," 6"" VENT HOOD W DAMPER",1.0,43.99,43.99,27.63,16.36,37.2,"CHA-699
"
10766,98529A,06,671008," 4"" PVC SOLID PIPE CSA PE",40.0,3.99,159.6,83.2,76.4,47.9,Mastercard
10767,98543A,06,00625,"6""x 25M SOFFIT SCREEN RO",2.0,9.99,19.98,6.82,13.16,65.9,"CHA-VAPRO
"
10768,98556B,23,TP, CAIZHI TOILET PAPER,8.0,1.49,11.92,3.92,8.0,67.1,"CHA-91
"
10769,98556B,23,G311-063GHT50,"5/8""X50' BLACK WATER HOS",2.0,89.99,179.98,118.94,61.04,33.9,"CHA-91
"
10770,98562A,41,681004," 1 1/2"" FERNCO RUBBER COU",1.0,7.99,7.99,2.49,5.5,68.8,"CHA-0711
"
10771,98562A,41,681052," 1 1/2"" FERNCO 90 ELBOW",1.0,10.99,10.99,5.32,5.67,51.6,"CHA-0711
"
10772,98562A,41,670194," 1 1/2"" ABS ST45",2.0,1.59,3.18,1.08,2.1,66.0,"CHA-0711
"
10773,98562A,41,670024," 1 1/2"" ABS COUPLING",2.0,1.39,2.78,0.76,2.02,72.7,"CHA-0711
"
10774,98562A,41,670154," 1 1/2"" ABS 22",2.0,1.99,3.98,1.66,2.32,58.3,"CHA-0711
"
10775,98563B,06,00625,"6""x 25M SOFFIT SCREEN RO",2.0,9.99,19.98,6.82,13.16,65.9,"CHA-48
"
10776,98576B,41,7473044,"1/2"" X 2"" PVC NIPPLE",3.0,1.431,4.29,1.68,2.61,60.8,Mastercard
10777,98576B,41,U0920-05," 1/2"" PVC BALL VALVE FIP",1.0,2.691,2.69,1.0,1.69,62.8,Mastercard
10778,98576B,41,0563081,"1/2"" X CL PVC NIPPLE",3.0,1.521,4.56,2.01,2.55,55.9,Mastercard
10779,98576B,41,5044045,"1/2"" PVC TEE FIP X FIP X",1.0,2.691,2.69,1.42,1.27,47.2,Mastercard
10780,98576B,41,2379980,"1/2"" PVC CHEATER NIPPLE",1.0,1.161,1.16,0.44,0.72,62.1,Mastercard
10781,98585A,41,689001, 125ML PRIMER PURPLE,1.0,7.99,7.99,3.2,4.79,59.9,"CHA-JREXCAV
"
10782,98585A,41,670928, 125ML PVC CEMENT,1.0,8.99,8.99,3.31,5.68,63.2,"CHA-JREXCAV
"
10783,98625A,82,VP120W," PLASTIC LOUVER 2"" WHITE",6.0,1.99,11.94,6.3,5.64,47.2,Visa
10784,98637B,82,673746," 3/4"" PEX PIPE PER FOOT",10.0,0.99,9.9,6.3,3.6,36.4,Mastercard
10785,98637B,82,673765," 1/2"" PEX RINGS CRIMP SIN",8.0,0.49,3.92,1.84,2.08,53.1,Mastercard
10786,98637B,82,673706," 3/4"" PEX X POLY B COUPLI",1.0,3.591,3.59,1.95,1.64,45.7,Mastercard
10787,98637B,82,673715," 3/4"" PEX 90",4.0,2.601,10.4,5.68,4.72,45.4,Mastercard
10788,98660B,41,701-1202ST," 24"" METAL HEATER TRAY",1.0,33.99,33.99,21.51,12.48,36.7,Visa
10789,98660B,41,5268412,"26"" METAL HEATER TRAY",1.0,39.99,39.99,21.89,18.1,45.3,Visa
10790,98660B,41,0673591,"1"" PVC THREADED CAP",2.0,1.69,3.38,1.44,1.94,57.4,Visa
10791,98708A,41,673718," 1/2"" PEX STUBOUT W EARS",2.0,7.99,15.98,8.18,7.8,48.8,"CHA-740
"
10792,98708A,41,3046661,"1/2"" PEX BALL VALVE RED/",2.0,9.99,19.98,9.68,10.3,51.6,"CHA-740
"
10793,98740B,41,671084," 4"" PVC CAP",4.0,3.49,13.96,5.96,8.0,57.3,Visa
10794,98743B,06,82350,TIRE CHUCK - BALL TYPE 1,1.0,4.491,4.49,2.21,2.28,50.8,Cash
10795,98743B,06,82510,1/4 IND 1/4 MPT,1.0,3.501,3.5,1.95,1.55,44.3,Cash
10796,98762B,06,350606," 6"" METAL ACCESS PANEL",1.0,24.291,24.29,13.93,10.36,42.7,Visa
10797,98766A,23,673500," 3/4"" PVC 45",2.0,1.89,3.78,1.78,2.0,52.9,"CHA-FAWKES
"
10798,98766A,23,673446," 3/4"" PVC X FIP TEE",1.0,1.89,1.89,0.81,1.08,57.1,"CHA-FAWKES
"
10799,98766A,23,506059, WEATHERPROOF PVC CEMENT,1.0,16.99,16.99,7.71,9.28,54.6,"CHA-FAWKES
"
10800,98769B,06,0682192,"WAX RING 3-4""RINGS",1.0,2.49,2.49,1.18,1.31,52.6,Debit
10801,98788B,06,671068," 4"" PVC TEE STRAIGHT",1.0,7.99,7.99,3.98,4.01,50.2,"CHA-0477
"
10802,98788B,06,671012," 4"" PVC PERF PIPE CSA PER",30.0,3.79,113.7,61.5,52.2,45.9,"CHA-0477
"
10803,98823B,06,2150, ADAPTER FEMALE HOSE X 3/,1.0,5.99,5.99,2.44,3.55,59.3,Visa
10804,98823B,06,2148, ADAPTER FEMALE HOSE X 3/,1.0,5.99,5.99,2.8,3.19,53.3,Visa
10805,98831B,06,0440058,"3"" ZIP COUPLING PK7575RD",5.0,13.491,67.46,39.45,28.01,41.5,Visa
10806,98831B,06,670012," 3"" ABS PIPE BY THE FOOT",12.0,5.29,63.48,39.24,24.24,38.2,Visa
10807,98831B,06,678206," 3/4""X25' 20ga GALV ALLRO",1.0,8.991,8.99,4.29,4.7,52.3,Visa
10808,98842B,23,7482169,"1 1/4"" CHROME WALL TUBE",1.0,10.99,10.99,5.66,5.33,48.5,Cash
10809,98855B,41,POP,CAN OF POP,1.0,0.95,0.95,0.47,0.48,50.5,"CHA-0494
"
10810,98858A,06,671052," 4"" PVC 45 ELBOW",-2.0,-4.99,-9.98,-4.86,-5.12, -51.3,Cash
10811,98864B,23,VP120W," PLASTIC LOUVER 2"" WHITE",7.0,1.99,13.93,7.35,6.58,47.2,"CHA-0485
"
10812,98867A,06,0672396,"3/8"" COMP X MIP",2.0,2.39,4.78,2.22,2.56,53.6,Cash
10813,98912B,23,689116," 6"" X 4"" DUCT REDUCER",1.0,13.99,13.99,7.43,6.56,46.9,"CHA-SIRIUSF
"
10814,98923B,41,FSK7150A, FSK INSULATION TAPE SILV,1.0,12.99,12.99,5.84,7.15,55.0,"CHA-1078
"
10815,98923B,41,0528118,"4"" SS HOSE CLAMP 91-114M",2.0,3.49,6.98,2.8,4.18,59.9,"CHA-1078
"
10816,98923B,41,FAD4," 4"" X 8' ALUMINUM FLEX DU",1.0,14.99,14.99,7.23,7.76,51.8,"CHA-1078
"
10817,98923B,41,FAD,WARNING NOT FOR USE WITH,1.0,0.1,0.1,0.0,0.1, 100.0,"CHA-1078
"
10818,98932B,41,9527271,MAX WAX BOWL RING,1.0,4.401,4.4,2.49,1.91,43.4,Visa
10819,98932B,41,6451637,TOILET FLANGE BOLT SET S,1.0,6.291,6.29,2.71,3.58,56.9,Visa
10820,98932B,41,9510680,LIQUILOCK ANTI SPILL GEL,2.0,5.391,10.78,6.58,4.2,39.0,Visa
10821,98978B,23,680866," 60"" SHOWER HOSE CHROME",1.0,24.99,24.99,12.37,12.62,50.5,Debit
10822,98982B,41,G21N-050-038," 3/8"" NYLON BARB X MHT",2.0,1.341,2.68,0.92,1.76,65.7,Visa
10823,99003B,23,3137122,ALUMINUM FOIL TAPE MED R,1.0,15.99,15.99,9.07,6.92,43.3,"CHA-699
"
10824,99017B,23,678206," 3/4""X25' 20ga GALV ALLRO",2.0,9.99,19.98,8.58,11.4,57.1,"CHA-CEMILES
"
10825,99076B,06,671008," 4"" PVC SOLID PIPE CSA PE",30.0,3.99,119.7,62.4,57.3,47.9,Cash
10826,99078A,41,671008," 4"" PVC SOLID PIPE CSA PE",4.0,4.99,19.96,8.32,11.64,58.3,"CHA-0711
"
10827,99083B,23,671052," 4"" PVC 45 ELBOW",10.0,4.99,49.9,24.3,25.6,51.3,"CHA-NATURAL
"
10828,99103A,41,673408," 1"" PVC PIPE SCHD 40 PER",20.0,2.49,49.8,22.0,27.8,55.8,Mastercard
10829,99103A,41,670920, 250ML PVC-TO-ABS TRANSIT,1.0,12.99,12.99,5.42,7.57,58.3,Mastercard
10830,99103A,41,673480," 1"" PVC 90",2.0,1.69,3.38,1.4,1.98,58.6,Mastercard
10831,99103A,41,673456," 1"" PVC COUPLING",2.0,1.59,3.18,1.18,2.0,62.9,Mastercard
10832,99103A,41,673432," 1"" PVC TEE",1.0,1.99,1.99,0.95,1.04,52.3,Mastercard
10833,99103A,41,673504," 1"" PVC 45",2.0,1.99,3.98,2.02,1.96,49.2,Mastercard
10834,99103A,41,670198," 2"" ABS ST45",2.0,2.19,4.38,2.16,2.22,50.7,Mastercard
10835,99103A,41,670238," 2"" ABS ST90",1.0,3.59,3.59,1.78,1.81,50.4,Mastercard
10836,99103A,41,670258," 2"" ABS TEE",1.0,4.19,4.19,2.08,2.11,50.4,Mastercard
10837,99103A,41,0683086,"2"" ABS SHOWER DRAIN SS",1.0,11.99,11.99,5.29,6.7,55.9,Mastercard
10838,99106A,41,678308, PLUMBER'S PUTTY 14OZ,1.0,3.99,3.99,1.72,2.27,56.9,"CHA-1352
"
10839,99133A,23,689024, TEFLON TAPE YELLOW GAS,1.0,2.99,2.99,1.58,1.41,47.2,Visa
10840,99142B,06,6711291,"6"" 3 1/4"" X 10"" RANGE BO",1.0,13.491,13.49,8.11,5.38,39.9,Debit
10841,99142B,06,EL6,"6"" DUCT 90 ELBOW",2.0,8.091,16.18,8.36,7.82,48.3,Debit
10842,99255B,06,3921X1G,COROTECH COMMAND WB STN,1.0,69.99,69.99,56.67,13.32,19.0,"CHA-421
"
10843,99259A,41,671008," 4"" PVC SOLID PIPE CSA PE",3.0,4.99,14.97,6.24,8.73,58.3,"CHA-0090
"
10844,99259A,41,670928, 125ML PVC CEMENT,1.0,8.99,8.99,3.31,5.68,63.2,"CHA-0090
"
10845,99259A,41,689001, 125ML PRIMER PURPLE,1.0,7.99,7.99,3.2,4.79,59.9,"CHA-0090
"
10846,99259A,41,681016," 4"" FERNCO COUPLING",1.0,10.99,10.99,4.26,6.73,61.2,"CHA-0090
"
10847,99278A,41,2222," 1 1/2"" POLY FLANGE WASHE",2.0,0.49,0.98,0.18,0.8,81.6,Mastercard
10848,99278A,41,682436, SS BASKET STRAINER KIL 2,1.0,19.99,19.99,9.51,10.48,52.4,Mastercard
10849,99286A,41,POP,CAN OF POP,2.0,0.95,1.9,0.94,0.96,50.5,"CHA-0527
"
10850,99320B,23,4572053,GARDENA QUICK CONNECT MA,1.0,18.99,18.99,9.47,9.52,50.1,Visa
10851,99324B,23,0672400,"3/8"" X 1/2"" COMP X MIP",1.0,2.99,2.99,1.54,1.45,48.5,Mastercard
10852,99324B,23,2120064,RETRO FIT COMP TEE 3/8 x,1.0,15.99,15.99,7.74,8.25,51.6,Mastercard
10853,99324B,23,55507,"12"" BRAIDED SS 3/8"" SUPP",1.0,6.49,6.49,2.22,4.27,65.8,Mastercard
10854,99379A,23,0520067,"4"" SS HOSE CLAMP 76-127M",15.0,2.421,36.32,17.7,18.62,51.3,Visa
10855,99392A,41,G37AB-GHT,"3"" BRASS HOSE NOZZLE",1.0,8.99,8.99,4.21,4.78,53.2,"CHA-0665
"
10856,99392A,41,G311-038GHT50,"3/8""X50' BLACK WATER HOS",1.0,85.99,85.99,55.59,30.4,35.4,"CHA-0665
"
10857,99395A,41,EL5,"5"" DUCT 90 ELBOW",1.0,5.99,5.99,2.97,3.02,50.4,Mastercard
10858,99395A,41,1213586,"5"" DUCT COUPLING",1.0,6.99,6.99,3.45,3.54,50.6,Mastercard
10859,99395A,41,P536," 5"" X 30"" HEATING DUCT",1.0,11.99,11.99,6.17,5.82,48.5,Mastercard
10860,99395A,41,686788," 5"" CHINA CAP GALV",1.0,23.99,23.99,14.01,9.98,41.6,Mastercard
10861,99399A,41,688768, SHOWER FLOW CONTROL ps25,1.0,4.491,4.49,1.96,2.53,56.3,Debit
10862,99407A,41,671020," 4"" PVC COUPLING",1.0,3.99,3.99,1.45,2.54,63.7,"CHA-998
"
10863,99407A,41,0689092,"4"" PVC C/O WITH PLUG COM",1.0,13.99,13.99,3.82,10.17,72.7,"CHA-998
"
10864,99407A,41,671052," 4"" PVC 45 ELBOW",2.0,4.99,9.98,4.86,5.12,51.3,"CHA-998
"
10865,99407A,41,681016," 4"" FERNCO COUPLING",2.0,10.99,21.98,8.52,13.46,61.2,"CHA-998
"
10866,99407A,41,671008," 4"" PVC SOLID PIPE CSA PE",10.0,3.99,39.9,20.8,19.1,47.9,"CHA-998
"
10867,99417A,41,380756, LEAF STRAINER GALV LOOP,1.0,7.191,7.19,4.11,3.08,42.8,Mastercard
10868,99428A,41,05015,"6"" RUBBER STRAP WRENCH",1.0,24.99,24.99,15.34,9.65,38.6,Visa
10869,99450B,23,55506,"12"" BRAIDED SS MXF SUPPL",2.0,6.99,13.98,4.72,9.26,66.2,Visa
10870,99450B,23,670904, 250ML ABS CEMENT YELLOW,1.0,9.79,9.79,3.56,6.23,63.6,Visa
10871,99450B,23,12657,"1/2"" COMP X 3/8 COMP ANG",2.0,8.99,17.98,8.48,9.5,52.8,Visa
10872,99450B,23,670528," 1 1/4"" ABS P TRAP UNION",2.0,8.99,17.98,8.52,9.46,52.6,Visa
10873,99450B,23,670438," 1 1/4"" ABS TRAP ADAPTER",1.0,3.39,3.39,1.71,1.68,49.6,Visa
10874,99450B,23,670020," 1 1/4"" ABS COUPLING",2.0,1.99,3.98,1.74,2.24,56.3,Visa
10875,99450B,23,670210," 1 1/4"" ABS 90",2.0,2.89,5.78,2.86,2.92,50.5,Visa
10876,99450B,23,670179," 1 1/2"" ABS 90 SHORT",1.0,1.69,1.69,0.66,1.03,60.9,Visa
10877,99450B,23,670174," 1-1/2"" ABS 45",2.0,1.59,3.18,1.06,2.12,66.7,Visa
10878,99450B,23,670410," 1 1/2"" X 1 1/4"" ABS BUSH",2.0,1.79,3.58,1.46,2.12,59.2,Visa
10879,99450B,23,670000," 1 1/4"" ABS PIPE BY THE F",6.0,3.19,19.14,8.46,10.68,55.8,Visa
10880,99463A,82,687988, PS2082 TANK TO BOWL BOLT,1.0,4.491,4.49,2.47,2.02,45.0,Debit
10881,99492A,23,55526,"144"" BRAIDED SS WASHING",-1.0,-26.991,-26.99,-17.19,-9.8, -36.3,Visa
10882,99492A,23,683516, 5'PREFORMED DRAIN HOSE,-1.0,-17.991,-17.99,-10.28,-7.71, -42.9,Visa
10883,99551A,23,55512,"20"" BRAIDED SS TOILET SU",1.0,6.561,6.56,2.97,3.59,54.7,Visa
10884,99589B,23,2010, SINK STRAINER OLD STYLE,1.0,19.99,19.99,7.42,12.57,62.9,"CHA-0711
"
10885,99589B,23,5010," 4"" RUBBER STRAP WRENCH",1.0,23.99,23.99,12.38,11.61,48.4,"CHA-0711
"
10886,99589B,23,670450," 1 1/2"" ABS TRAP ADAPTER",1.0,2.19,2.19,1.06,1.13,51.6,"CHA-0711
"
10887,99589B,23,13858,FLANGED TAIL PIECE 1 1/2,1.0,3.99,3.99,2.09,1.9,47.6,"CHA-0711
"
10888,99589B,23,7650872,FLANGED TAIL PIECE 1 1/2,1.0,4.49,4.49,1.74,2.75,61.2,"CHA-0711
"
10889,99621B,06,604330," 4"" X 8' FLEX DUCT FOIL",1.0,20.99,20.99,10.64,10.35,49.3,"CHA-0308
"
10890,99623B,06,55501,"16"" BRAIDED SS SINK SUPP",1.0,7.191,7.19,2.44,4.75,66.1,Cash
10891,99623B,06,55506,"12"" BRAIDED SS MXF SUPPL",1.0,6.291,6.29,2.36,3.93,62.5,Cash
10892,99623B,06,681004," 1 1/2"" FERNCO RUBBER COU",1.0,7.191,7.19,2.49,4.7,65.4,Cash
10893,99637B,23,1231," 3/4"" COPPER CHROME PLATE",1.0,1.39,1.39,0.38,1.01,72.7,Mastercard
10894,99637B,23,670138," 2"" ABS CLEANOUT",1.0,5.99,5.99,2.6,3.39,56.6,Mastercard
10895,99637B,23,670326," 2"" ABS WYE",1.0,4.39,4.39,2.22,2.17,49.4,Mastercard
10896,99637B,23,670158," 2"" ABS 22",3.0,2.99,8.97,4.65,4.32,48.2,Mastercard
10897,99637B,23,670218," 2"" ABS 90",1.0,2.19,2.19,1.07,1.12,51.1,Mastercard
10898,99637B,23,670238," 2"" ABS ST90",1.0,3.59,3.59,1.78,1.81,50.4,Mastercard
10899,99637B,23,670198," 2"" ABS ST45",1.0,2.19,2.19,1.08,1.11,50.7,Mastercard
10900,99646A,41,673404," 3/4"" PVC PIPE SCHD 40 PE",10.0,1.89,18.9,7.4,11.5,60.8,"CHA-JREXCAV
"
10901,99646A,41,673452," 3/4"" PVC COUPLING",5.0,1.39,6.95,1.6,5.35,77.0,"CHA-JREXCAV
"
10902,99646A,41,673428," 3/4"" PVC TEE",3.0,1.49,4.47,1.38,3.09,69.1,"CHA-JREXCAV
"
10903,99649B,06,1798396,"3/4"" 24GA 10' GALV ALLRO",2.0,4.491,8.98,4.5,4.48,49.9,Visa
10904,99671B,23,LC59054,MAGIC WRAP PLUMBING TAPE,1.0,11.99,11.99,2.43,9.56,79.7,Debit
10905,99673B,06,2114841,BOSTON HARBOR SHOWER HEA,1.0,17.991,17.99,9.13,8.86,49.2,Cash
10906,99673B,06,1185," 6"" SHOWER ARM CHROMED BR",1.0,8.091,8.09,4.01,4.08,50.4,Cash
10907,99673B,06,1231," 3/4"" COPPER CHROME PLATE",1.0,1.251,1.25,0.38,0.87,69.6,Cash
10908,99674A,41,6610026,CLR CALCIUM LIME RUST CL,1.0,12.99,12.99,7.94,5.05,38.9,Mastercard
10909,99691B,23,670258," 2"" ABS TEE",1.0,3.771,3.77,2.08,1.69,44.8,Debit
10910,99691B,23,670342," 2"" X 1 1/2"" ABS WYE",1.0,3.861,3.86,2.15,1.71,44.3,Debit
10911,99691B,23,670174," 1-1/2"" ABS 45",2.0,1.59,3.18,1.06,2.12,66.7,Debit
10912,99691B,23,670078," 2"" ABS POLY TEST CAP",1.0,1.701,1.7,0.83,0.87,51.2,Debit
10913,99691B,23,670031," 2"" ABS COUPLING",2.0,1.431,2.86,1.2,1.66,58.0,Debit
10914,99691B,23,670044," 2"" X 1 1/2"" ABS COUPLING",1.0,1.881,1.88,1.06,0.82,43.6,Debit
10915,99691B,23,670198," 2"" ABS ST45",1.0,1.971,1.97,1.08,0.89,45.2,Debit
10916,99691B,23,670179," 1 1/2"" ABS 90 SHORT",3.0,1.521,4.56,1.98,2.58,56.6,Debit
10917,99691B,23,670198," 2"" ABS ST45",1.0,1.971,1.97,1.08,0.89,45.2,Debit
10918,99691B,23,670114," 1 1/2"" ABS LINE CLEANOUT",1.0,4.491,4.49,2.56,1.93,43.0,Debit
10919,99691B,23,670008," 2"" ABS PIPE BY THE FOOT",12.0,2.39,28.68,15.12,13.56,47.3,Debit
10920,99691B,23,0673742,"1/2"" PEX PIPE PER FOOT",20.0,0.59,11.8,6.8,5.0,42.4,Debit
10921,99693B,23,673492," 2"" PVC 90",1.0,4.39,4.39,2.15,2.24,51.0,"CHA-1156
"
10922,99693B,23,673540," 2"" PVC X FIP",1.0,2.99,2.99,1.45,1.54,51.5,"CHA-1156
"
10923,99693B,23,673420," 2"" PVC PIPE SCHD 40 PER",10.0,4.99,49.9,24.4,25.5,51.1,"CHA-1156
"
10924,99701B,06,9998," 1 1/4"" POPUP SINK DRAIN",1.0,29.691,29.69,8.0,21.69,73.1,Visa
10925,99733A,06,55504,"30"" BRAIDED SS SINK SUPP",-2.0,-8.091,-16.18,-7.2,-8.98, -55.5,Cash
10926,99749B,06,686620," 4"" X 3"" DUCT COUP",1.0,12.99,12.99,6.88,6.11,47.0,"CHA-375
"
10927,99754B,41,670900, 125ML ABS CEMENT YELLOW,1.0,6.021,6.02,2.87,3.15,52.3,Visa
10928,99754B,41,670596," 2"" ABS CAP",1.0,3.99,3.99,1.24,2.75,68.9,Visa
10929,99754B,41,670600," 3"" ABS CAP",1.0,6.291,6.29,3.55,2.74,43.6,Visa
10930,99770A,82,670008," 2"" ABS PIPE BY THE FOOT",4.0,2.99,11.96,5.04,6.92,57.9,Visa
10931,99770A,82,6715950,"4"" PLASTIC WALL CAP W DA",1.0,16.99,16.99,8.03,8.96,52.7,Visa
10932,99770A,82,670060," 4"" X 3"" ABS COUPLING",1.0,6.99,6.99,3.45,3.54,50.6,Visa
10933,99770A,82,6012868,"6"" X 4"" PVC WYE",1.0,29.99,29.99,18.7,11.29,37.6,Visa
10934,99787B,06,681004," 1 1/2"" FERNCO RUBBER COU",1.0,7.191,7.19,2.49,4.7,65.4,Debit
10935,99806B,23,5368642,MINI TUBE CUTTER WIDE 1/,1.0,15.99,15.99,7.61,8.38,52.4,Cash
10936,99818B,06,670334," 4"" ABS WYE",2.0,17.99,35.98,19.74,16.24,45.1,Visa
10937,99818B,06,670604," 4"" ABS CAP",2.0,7.99,15.98,7.72,8.26,51.7,Visa
10938,99818B,06,0674332,"4"" CLAY PVC REDUCER FERN",2.0,12.99,25.98,9.64,16.34,62.9,Visa
10939,99825A,06,6700121,"4"" ABS PIPE BY THE FOOT",36.0,6.69,240.84,150.12,90.72,37.7,"CHA-191
"
10940,99825A,06,671008," 4"" PVC SOLID PIPE CSA PE",40.0,3.99,159.6,83.2,76.4,47.9,"CHA-191
"
10941,99825A,06,670908, 475ML ABS CEMENT YELLOW,1.0,13.99,13.99,7.07,6.92,49.5,"CHA-191
"
10942,99825A,06,670920, 250ML PVC-TO-ABS TRANSIT,1.0,12.99,12.99,5.42,7.57,58.3,"CHA-191
"
10943,99825A,06,670222," 3"" ABS 90 ELBOW",2.0,5.99,11.98,5.82,6.16,51.4,"CHA-191
"
10944,99825A,06,670146," 4"" ABS CLEANOUT",1.0,16.99,16.99,8.53,8.46,49.8,"CHA-191
"
